Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10,100.47000122070312,102.38999938964844,100.18000030517578,102.31999969482422,99.80762481689453,449700
2020-08-11,103.23999786376953,106.20999908447266,102.63999938964844,104.16000366210938,101.60245513916016,759400
2020-08-12,104.79000091552734,105.01000213623047,103.52999877929688,104.16999816894531,101.6122055053711,407000
2020-08-13,103.93000030517578,104.68000030517578,102.36000061035156,102.69000244140625,100.16854095458984,453800
2020-08-14,102.43000030517578,102.86000061035156,101.08999633789062,101.55999755859375,99.0662841796875,490900
2020-08-17,101.45999908447266,102.87999725341797,101.0,102.26000213623047,99.74909973144531,638500
2020-08-18,102.4000015258789,102.83000183105469,100.41999816894531,100.58999633789062,98.12010192871094,959000
2020-08-19,100.7699966430664,101.29000091552734,99.5,100.70999908447266,98.2371597290039,565900
2020-08-20,99.66000366210938,100.16999816894531,98.83999633789062,99.33999633789062,96.90080261230469,376300
2020-08-21,99.3499984741211,100.56999969482422,99.25,100.2699966430664,97.80796813964844,584800
2020-08-24,100.44999694824219,102.98999786376953,100.41999816894531,102.9000015258789,100.37339782714844,522300
2020-08-25,103.31999969482422,103.63999938964844,100.76000213623047,102.08000183105469,99.57351684570312,534700
2020-08-26,102.05999755859375,103.05000305175781,101.41000366210938,102.45999908447266,99.9441909790039,471300
2020-08-27,102.87999725341797,103.9000015258789,102.52999877929688,103.23999786376953,100.70503997802734,591500
2020-08-28,103.33000183105469,104.87000274658203,102.16999816894531,104.0,101.44638061523438,622800
2020-08-31,103.7699966430664,104.38999938964844,103.26000213623047,103.38999938964844,100.85134887695312,866900
2020-09-01,102.97000122070312,103.01000213623047,100.61000061035156,102.0999984741211,99.59303283691406,593700
2020-09-02,102.3499984741211,105.41999816894531,102.0,104.80000305175781,102.22673797607422,635100
2020-09-03,104.94000244140625,105.33999633789062,99.8499984741211,100.41999816894531,97.95427703857422,591200
2020-09-04,101.41999816894531,102.05000305175781,98.9000015258789,99.66999816894531,97.22270202636719,583200
2020-09-08,98.94999694824219,99.20999908447266,97.37999725341797,98.0,95.59369659423828,775600
2020-09-09,98.94000244140625,100.04000091552734,98.52999877929688,98.69000244140625,96.26676177978516,584700
2020-09-10,99.0,99.3499984741211,96.62000274658203,97.01000213623047,94.62802124023438,537900
2020-09-11,97.4000015258789,98.87999725341797,97.29000091552734,97.97000122070312,95.56444549560547,649200
2020-09-14,99.16000366210938,99.44999694824219,97.87000274658203,99.13999938964844,96.70570373535156,590500
2020-09-15,99.73999786376953,101.16999816894531,99.12999725341797,100.91999816894531,98.76077270507812,684400
2020-09-16,101.48999786376953,105.16000366210938,101.16999816894531,103.83000183105469,101.6085205078125,885300
2020-09-17,102.4800033569336,105.43000030517578,101.87999725341797,103.9800033569336,101.75532531738281,1244000
2020-09-18,104.05000305175781,105.66999816894531,102.80999755859375,103.25,101.04093933105469,1464900
2020-09-21,101.41999816894531,101.4800033569336,95.72000122070312,97.7699966430664,95.67817687988281,984900
2020-09-22,97.66000366210938,98.88999938964844,96.30000305175781,98.22000122070312,96.11853790283203,845800
2020-09-23,98.98999786376953,99.19999694824219,95.06999969482422,95.37000274658203,93.32952880859375,781700
2020-09-24,95.0,96.62000274658203,94.01000213623047,95.62999725341797,93.5839614868164,716100
2020-09-25,95.27999877929688,98.06999969482422,94.62999725341797,97.23999786376953,95.1595230102539,637300
2020-09-28,98.94000244140625,100.72000122070312,98.45999908447266,99.20999908447266,97.08737182617188,614500
2020-09-29,99.0199966430664,100.48999786376953,98.58000183105469,99.16999816894531,97.0482177734375,482400
2020-09-30,99.94000244140625,101.72000122070312,97.9000015258789,98.91000366210938,96.79378509521484,1442800
2020-10-01,99.94000244140625,101.68000030517578,98.16999816894531,98.5,96.39254760742188,872400
2020-10-02,96.52999877929688,99.69000244140625,96.31999969482422,98.81999969482422,96.70572662353516,1666000
2020-10-05,99.88999938964844,101.22000122070312,99.54000091552734,100.80000305175781,98.64334869384766,970900
2020-10-06,101.01000213623047,102.76000213623047,100.44000244140625,100.86000061035156,98.70206451416016,669600
2020-10-07,101.72000122070312,102.4000015258789,100.72000122070312,101.55999755859375,99.3870849609375,684100
2020-10-08,102.69999694824219,103.7699966430664,102.05000305175781,103.69000244140625,101.47151184082031,517500
2020-10-09,104.66999816894531,105.37999725341797,103.91000366210938,103.98999786376953,101.76509857177734,484700
