Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10,72.07250213623047,72.27999877929688,70.73249816894531,70.91000366210938,68.1021957397461,7240000
2020-08-11,70.99500274658203,71.1449966430664,69.11000061035156,69.44750213623047,66.6976089477539,6825200
2020-08-12,69.81500244140625,71.49250030517578,69.67500305175781,71.14749908447266,68.33029174804688,6124400
2020-08-13,70.75749969482422,71.36499786376953,70.65750122070312,71.0999984741211,68.28467559814453,3680000
2020-08-14,71.00250244140625,71.03500366210938,70.00499725341797,70.125,67.3482894897461,4912800
2020-08-17,70.51499938964844,71.26750183105469,70.0824966430664,70.74749755859375,67.94612884521484,4801200
2020-08-18,70.68000030517578,71.2925033569336,70.55000305175781,70.76249694824219,67.96053314208984,4764800
2020-08-19,71.05750274658203,71.06500244140625,70.45500183105469,70.58499908447266,67.7900619506836,5481600
2020-08-20,70.19499969482422,70.94000244140625,70.13999938964844,70.52749633789062,67.7348403930664,3631200
2020-08-21,70.66500091552734,70.76000213623047,70.11250305175781,70.60250091552734,67.80686950683594,5685600
2020-08-24,70.75,70.77999877929688,70.06500244140625,70.65750122070312,67.85970306396484,3548800
2020-08-25,70.9000015258789,70.9124984741211,69.78500366210938,70.32749938964844,67.5427474975586,4051600
2020-08-26,70.03250122070312,70.35250091552734,69.54000091552734,69.75,66.9881362915039,5238800
2020-08-27,69.5,70.12000274658203,69.1500015258789,69.72000122070312,67.29701232910156,4555600
2020-08-28,69.8949966430664,69.99250030517578,69.30999755859375,69.88749694824219,67.45867156982422,4618400
2020-08-31,69.83999633789062,70.9124984741211,69.66999816894531,69.7925033569336,67.36698150634766,6013600
2020-09-01,69.75499725341797,69.87999725341797,68.51249694824219,69.28250122070312,66.87471771240234,5729600
2020-09-02,69.36499786376953,72.42500305175781,68.9175033569336,72.06500244140625,69.5605239868164,9754400
2020-09-03,72.13749694824219,72.77249908447266,69.48750305175781,70.14749908447266,67.70964813232422,7855200
2020-09-04,70.79499816894531,71.5,68.19750213623047,69.33000183105469,66.92057800292969,7247600
2020-09-08,69.43499755859375,70.2074966430664,68.82499694824219,69.47750091552734,67.06294250488281,7158000
2020-09-09,70.0,71.70500183105469,69.95999908447266,70.59249877929688,68.1391830444336,4781600
2020-09-10,70.26499938964844,70.49749755859375,69.10749816894531,69.22750091552734,66.82161712646484,4362800
2020-09-11,69.5425033569336,69.79750061035156,68.86250305175781,69.5374984741211,67.120849609375,3932800
2020-09-14,69.88749694824219,70.99749755859375,69.60749816894531,70.4800033569336,68.03059387207031,3916400
2020-09-15,73.9124984741211,74.82499694824219,72.7874984741211,73.92500305175781,71.35588073730469,10827600
2020-09-16,71.19249725341797,71.73750305175781,69.78250122070312,70.0875015258789,67.65174865722656,19501600
2020-09-17,69.5,70.06749725341797,68.95249938964844,69.87999725341797,67.45144653320312,9385600
2020-09-18,69.74250030517578,70.49749755859375,68.95999908447266,69.2300033569336,66.82405090332031,14386000
2020-09-21,68.75,69.17250061035156,67.89250183105469,69.05000305175781,66.65029907226562,7558800
2020-09-22,69.36499786376953,69.98750305175781,68.74250030517578,69.51499938964844,67.09912872314453,7192800
2020-09-23,69.66500091552734,69.66500091552734,68.27999877929688,68.32749938964844,65.9529037475586,5855200
2020-09-24,68.17749786376953,69.94000244140625,68.13999938964844,69.38500213623047,66.9736557006836,7478400
