Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10,166.38999938964844,167.14999389648438,163.97000122070312,164.6699981689453,162.18821716308594,808500
2020-08-11,165.42999267578125,167.3699951171875,161.91000366210938,164.5,162.0207977294922,981200
2020-08-12,165.1300048828125,168.27999877929688,165.1300048828125,166.86000061035156,164.34523010253906,389900
2020-08-13,165.49000549316406,167.58999633789062,165.49000549316406,166.74000549316406,164.22706604003906,386400
2020-08-14,166.1199951171875,167.10000610351562,163.92999267578125,164.74000549316406,162.2572021484375,321000
2020-08-17,165.88999938964844,166.5399932861328,164.32000732421875,164.3699951171875,161.8927764892578,366100
2020-08-18,164.47000122070312,166.60000610351562,164.02000427246094,164.8000030517578,162.3162841796875,709600
2020-08-19,165.10000610351562,165.1999969482422,161.25999450683594,161.82000732421875,159.38119506835938,523100
2020-08-20,160.6999969482422,162.02999877929688,159.8000030517578,161.4600067138672,159.02664184570312,598700
2020-08-21,160.61000061035156,161.0,158.2899932861328,159.3300018310547,156.92874145507812,730800
2020-08-24,159.50999450683594,159.82000732421875,157.22000122070312,159.3800048828125,157.3631591796875,1183000
2020-08-25,160.0800018310547,161.1999969482422,159.1199951171875,160.17999267578125,158.15301513671875,558200
2020-08-26,159.66000366210938,162.39999389648438,159.3699951171875,161.27000427246094,159.22921752929688,1112200
2020-08-27,162.1999969482422,167.0500030517578,161.66000366210938,166.19000244140625,164.08697509765625,713700
2020-08-28,166.25,169.0399932861328,165.02000427246094,168.3699951171875,166.23936462402344,709500
2020-08-31,168.2100067138672,168.83999633789062,165.63999938964844,168.27000427246094,166.14064025878906,676100
2020-09-01,167.42999267578125,169.25,166.49000549316406,168.69000244140625,166.55532836914062,623100
2020-09-02,169.63999938964844,174.72000122070312,169.02000427246094,174.1300048828125,171.92649841308594,515500
2020-09-03,173.25,174.1699981689453,167.33999633789062,168.85000610351562,166.7133331298828,531500
2020-09-04,170.5399932861328,171.52999877929688,165.60000610351562,166.38999938964844,164.28443908691406,769600
2020-09-08,164.8699951171875,166.33999633789062,160.32000732421875,163.82000732421875,161.7469940185547,1308900
2020-09-09,166.5,169.91000366210938,164.8800048828125,167.6999969482422,165.57786560058594,989200
2020-09-10,167.44000244140625,169.35000610351562,161.35000610351562,161.69000244140625,159.6439208984375,1129100
2020-09-11,162.3800048828125,162.9199981689453,160.27999877929688,162.5500030517578,160.4930419921875,915200
2020-09-14,164.44000244140625,165.42999267578125,163.24000549316406,163.32000732421875,161.25331115722656,823300
2020-09-15,164.4499969482422,164.58999633789062,159.52000427246094,160.22999572753906,158.202392578125,562800
2020-09-16,160.72000122070312,161.3699951171875,158.75,159.1199951171875,157.10641479492188,647800
2020-09-17,157.3800048828125,159.35000610351562,155.5399932861328,159.16000366210938,157.1459197998047,970000
2020-09-18,158.13999938964844,159.1199951171875,154.39999389648438,155.9199981689453,153.9469451904297,1019700
2020-09-21,154.07000732421875,155.16000366210938,152.2100067138672,155.10000610351562,153.1373291015625,817800
2020-09-22,155.52000427246094,157.4199981689453,155.32000732421875,156.08999633789062,154.11477661132812,622000
2020-09-23,156.33999633789062,156.52999877929688,151.0,152.16000366210938,150.23451232910156,581100
2020-09-24,151.8800048828125,153.57000732421875,150.52999877929688,151.94000244140625,150.01731872558594,466000
2020-09-25,150.91000366210938,156.86000061035156,150.91000366210938,156.41000366210938,154.4307403564453,729900
2020-09-28,158.67999267578125,159.42999267578125,157.47999572753906,158.11000061035156,156.1092071533203,462900
2020-09-29,158.60000610351562,161.17999267578125,157.61000061035156,157.83999633789062,155.84262084960938,374500
2020-09-30,158.25999450683594,159.19000244140625,156.11000061035156,156.89999389648438,154.91452026367188,534100
2020-10-01,157.57000732421875,158.94000244140625,157.02000427246094,158.00999450683594,156.01048278808594,588900
2020-10-02,156.6999969482422,160.7100067138672,155.7899932861328,158.9600067138672,156.94845581054688,481300
2020-10-05,159.22999572753906,160.36000061035156,158.24000549316406,159.8699951171875,157.84693908691406,394900
2020-10-06,161.19000244140625,161.4600067138672,156.6999969482422,157.27000427246094,155.2798614501953,732400
2020-10-07,159.02999877929688,161.47000122070312,158.25,161.07000732421875,159.03176879882812,624200
2020-10-08,162.44000244140625,165.55999755859375,161.7899932861328,161.7899932861328,159.74266052246094,407100
2020-10-09,163.2100067138672,165.33999633789062,161.69000244140625,164.27999877929688,162.2011260986328,319700
2020-10-12,165.2899932861328,166.4199981689453,164.1199951171875,164.55999755859375,162.4775848388672,293400
2020-10-13,163.14999389648438,165.44000244140625,163.11000061035156,164.88999938964844,162.80340576171875,425900
2020-10-14,165.49000549316406,166.61000061035156,163.91000366210938,164.1699981689453,162.092529296875,367600
2020-10-15,163.41000366210938,163.60000610351562,160.38999938964844,162.3800048828125,160.32516479492188,533900
2020-10-16,163.3300018310547,164.0,161.47000122070312,163.33999633789062,161.2730255126953,606100
2020-10-19,163.35000610351562,164.16000366210938,157.8800048828125,158.5800018310547,156.57327270507812,496800
2020-10-20,159.49000549316406,161.11000061035156,158.72999572753906,159.7100067138672,157.68899536132812,566500
2020-10-21,160.13999938964844,163.1999969482422,159.88999938964844,162.35000610351562,160.29556274414062,798700
2020-10-22,158.14999389648438,162.3000030517578,153.58999633789062,155.89999389648438,153.92718505859375,2602000
