Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-12-06,148.64648804229705,151.33394668648407,147.0937348340081,150.7666015625,1803400,0.0,0
2021-12-07,152.13023628794065,155.5144564434385,151.9013086170816,153.08578491210938,1422700,0.0,0
2021-12-08,154.04131659110155,155.66375202086806,153.2350805172443,155.58412170410156,1491500,0.0,0
2021-12-09,155.77323604856085,157.2662702598889,153.79247186054437,153.8920135498047,1272300,0.0,0
2021-12-10,153.81238563619732,155.61397784924466,153.36447840339528,155.5343475341797,1463900,0.0,0
2021-12-13,156.6093206382032,157.16671760815152,154.4195403185798,155.56419372558594,1413800,0.0,0
2021-12-14,154.17071443872535,155.0167732467354,149.40296513283218,151.17469787597656,1869100,0.0,0
2021-12-15,152.0506091438397,153.87211283035467,149.92054746235064,153.59341430664062,2054900,0.0,0
2021-12-16,153.58346284448947,155.1760236325159,149.76129872770994,150.09971618652344,2085600,0.0,0
2021-12-17,149.65180420286137,151.88139227311532,147.35251872351753,150.71682739257812,2628700,0.0,0
2021-12-20,150.0598835008658,151.47328737170312,147.8501916947588,149.72146606445312,2027200,0.0,0
2021-12-21,150.29876501535244,153.34455212797917,149.91057675958487,153.24502563476562,1496600,0.0,0
2021-12-22,153.73274416054124,156.43016583129665,153.53367598129546,156.0519256591797,1907900,0.0,0
2021-12-23,156.55955836253975,158.12227477043288,155.92253104947108,157.06719970703125,1411000,0.0,0
2021-12-27,158.08246844801494,159.0977207691028,156.46003308990987,158.00283813476562,951800,0.0,0
2021-12-28,158.93845870199877,159.047948483233,157.38570557753437,158.44078063964844,764300,0.0,0
2021-12-29,159.08776184647914,160.64051487932326,158.44077129084192,159.90394592285156,833100,0.0,0
2021-12-30,160.36183171715967,161.86481405271746,159.85420554266977,160.13290405273438,771000,0.0,0
2021-12-31,159.6053766195627,160.7002593533826,158.77922913095648,158.9086151123047,1315500,0.0,0
2022-01-03,158.4700709590268,158.90860692199405,153.4169613965631,155.95846557617188,1606300,0.21,0
2022-01-04,154.97176761820336,155.111300399172,149.20105678772177,150.68609619140625,2234000,0.0,0
2022-01-05,150.3272996906726,152.58973825344322,148.03496233170114,148.104736328125,2370500,0.0,0
2022-01-06,148.35391191683635,149.4602130658011,145.09480606589685,148.6230010986328,2298300,0.0,0
2022-01-07,148.62299900939357,149.23096657294374,144.6064316529327,144.66622924804688,2058600,0.0,0
2022-01-10,142.8124305667793,144.82570248681745,140.39053666945173,144.67620849609375,2548100,0.0,0
2022-01-11,144.51674205705837,146.45027883233263,143.33070567173436,146.15127563476562,2194200,0.0,0
2022-01-12,147.3074111426151,149.88877546958278,147.05824434948076,149.01170349121094,2250800,0.0,0
2022-01-13,148.96188319778017,149.04160318908214,144.36724689634093,144.68617248535156,1741800,0.0,0
2022-01-14,143.55991810718604,144.6662191634798,141.88552472897524,144.19778442382812,2225400,0.0,0
2022-01-18,141.94532889004398,142.76260322528447,139.8722594630193,140.0018310546875,1907400,0.0,0
2022-01-19,140.20116542846577,143.1214080707387,139.79252824921,139.9619598388672,1472100,0.0,0
2022-01-20,140.90879805578854,142.66292665939557,138.58656191105337,139.01512145996094,1861200,0.0,0
2022-01-21,139.07492991146142,140.02177588727412,137.03177438369912,137.05169677734375,1878600,0.0,0
2022-01-24,135.92546171770408,138.02842987225955,130.8424535085525,137.65965270996094,2155300,0.0,0
2022-01-25,134.90886609467776,136.16466122940207,132.2078914254384,134.1215057373047,1705300,0.0,0
2022-01-26,135.08825067609573,137.5898948048688,131.8291602417731,133.0650177001953,1999500,0.0,0
2022-01-27,134.82912014555515,135.90552240716556,131.2411126068537,131.64974975585938,1715800,0.0,0
2022-01-28,132.5567290526191,136.94205836667516,130.7826627676473,136.6031951904297,2174800,0.0,0
2022-01-31,136.86234796200412,139.0051763707012,136.51350835689777,138.85568237304688,1703000,0.0,0
2022-02-01,140.06163346568536,140.79917263203032,137.98856396735945,140.55996704101562,1655900,0.0,0
2022-02-02,140.52009414276154,144.27751800600151,140.31078736885223,143.75926208496094,1475700,0.0,0
2022-02-03,141.5267353819793,143.30080169337225,140.5400294280516,141.3174285888672,914300,0.0,0
2022-02-04,141.00845897233432,141.87556970255125,139.20449393000774,140.649658203125,1087400,0.0,0
2022-02-07,141.02839937177748,142.0151053086693,139.34402948311373,139.90216064453125,1444100,0.0,0
2022-02-08,138.64636713741902,140.9387046123099,137.82909277878068,140.3406982421875,1515400,0.0,0
2022-02-09,142.25429541893965,144.616406861959,141.6762266577251,143.95860290527344,1216900,0.0,0
2022-02-10,141.08819341693476,143.55992358728443,140.1114639090272,141.1878662109375,1063700,0.0,0
2022-02-11,140.64965472121392,142.0350213664891,135.78592966870073,136.7427215576172,1321900,0.0,0
2022-02-14,136.5035363682597,137.2310991125503,133.65306777749814,134.75936889648438,2205300,0.0,0
2022-02-15,136.79256153420042,137.59985946408375,134.28095614617084,135.45703125,2368200,0.0,0
2022-02-16,135.09823041392485,135.1480668112372,131.66969310672823,134.69955444335938,3187500,0.0,0
2022-02-17,134.1912553335313,134.1912553335313,129.2776939182966,129.81588745117188,2577800,0.0,0
2022-02-18,130.0650567498676,132.98528405754718,129.56672319910183,131.60989379882812,3614100,0.0,0
2022-02-22,130.43382265594693,132.247764135406,128.82918796563064,130.0550994873047,3054800,0.0,0
2022-02-23,129.4471284709649,133.92215403958062,125.53021883997708,125.5800552368164,3938700,0.0,0
2022-02-24,123.2877194968187,128.20129629835014,122.64985314939973,127.72288513183594,3430200,0.0,0
2022-02-25,128.41058500756563,133.30422409916605,127.49365310413454,133.28428649902344,3144500,0.0,0
2022-02-28,131.5899540581178,132.43712716381262,128.72952438978893,129.92552185058594,3096400,0.0,0
2022-03-01,130.39397062313824,132.4770014056135,129.65643142581257,131.49029541015625,2634100,0.0,0
2022-03-02,132.2377753951495,133.51352319598539,131.36071874248574,132.7161865234375,1863100,0.0,0
2022-03-03,133.2842773233403,137.54004978879422,132.9952505768684,136.7128143310547,3592100,0.0,0
2022-03-04,135.3972302918706,136.66298654675995,131.69958869560085,133.44375610351562,3848500,0.0,0
2022-03-07,133.10490214439244,133.10490214439244,128.00195594821363,129.9055938720703,2376500,0.0,0
2022-03-08,128.21126597493645,132.05840191449886,127.11493359304349,128.88900756835938,2375500,0.0,0
2022-03-09,132.40723496627837,133.4935984935108,130.75276387229485,132.81585693359375,1805500,0.0,0
2022-03-10,130.96205118277848,134.07166288391247,130.8524171931883,133.88229370117188,1933100,0.0,0
2022-03-11,134.97861730259248,135.9852608010718,129.72619266451235,129.8756866455078,1815700,0.0,0
2022-03-14,130.5633925054924,131.81918759977322,126.47705884099933,127.15479278564453,1737100,0.0,0
2022-03-15,128.78931480068147,130.7128748682879,128.44047525709686,129.8457794189453,1649200,0.0,0
2022-03-16,131.49027375126326,135.15801632373973,130.8623838647924,134.550048828125,1673000,0.0,0
2022-03-17,133.55338992237446,136.3938972091205,133.16469036599233,136.36399841308594,1167900,0.0,0
2022-03-18,135.7560365029451,138.92543067733442,135.7560365029451,138.6563262939453,2766600,0.0,0
2022-03-21,137.171301188711,139.32409061924437,136.5533572302288,137.67959594726562,1285100,0.0,0
2022-03-22,137.55002715916984,139.7327306392367,137.1912263787762,138.8257598876953,1977700,0.0,0
2022-03-23,137.39056983280096,137.50020382532185,133.00522533989897,133.7327880859375,1337400,0.0,0
2022-03-24,134.44042973292426,136.12479963062168,133.14475941100827,135.9553680419922,1346700,0.0,0
2022-03-25,136.84238737033525,137.20118811236227,133.25437995006482,135.2576904296875,1403700,0.0,0
2022-03-28,135.79589397496417,136.79256108670702,134.01186653643506,134.96865844726562,1568100,0.0,0
2022-03-29,137.75933355366013,138.85567349279316,136.75270521531704,137.9586639404297,1608600,0.0,0
2022-03-30,137.47028336512784,137.75932533544412,134.07166017243225,135.00852966308594,1439800,0.0,0
2022-03-31,134.719492762404,136.33408862998917,131.84908659075631,131.8889617919922,3046400,0.0,0
2022-04-01,133.73279011901113,134.1514037025883,131.42053025241867,133.52349853515625,1466900,0.0,0
2022-04-04,133.62332275592067,135.16059318006978,132.6550365942842,134.57164001464844,1388000,0.21,0
2022-04-05,133.85290253349632,135.1805526962492,132.6151048116883,133.0243682861328,1797200,0.0,0
2022-04-06,131.77658256709267,133.0842791005158,129.6303901573646,132.47535705566406,2249500,0.0,0
2022-04-07,132.66501012584425,136.83762728486244,131.9961965972548,135.6896514892578,1956200,0.0,0
2022-04-08,135.470057129428,136.74779273607749,134.4119185263437,134.63153076171875,2070900,0.0,0
2022-04-11,132.9844494707763,133.64328615333196,130.22933502346532,131.0279083251953,2308200,0.0,0
2022-04-12,131.45716080431276,131.95627675224816,124.80893272217898,125.16829681396484,2657500,0.0,0
2022-04-13,125.03852248537626,128.30273725312375,124.68914286434895,128.0631561279297,2735900,0.0,0
2022-04-14,128.19294085204317,128.73199461661102,125.34798141402186,126.21644592285156,3360700,0.0,0
2022-04-18,126.21644170294266,126.52589114953243,122.91228899193838,123.62103271484375,1597100,0.0,0
2022-04-19,123.4912683688089,126.60575466208334,123.48128391728001,126.30628204345703,1580000,0.0,0
2022-04-20,127.48418968614862,130.0895830610097,126.61572522786159,129.14125061035156,2026100,0.0,0
2022-04-21,130.12950916946028,130.79832270475546,124.62924934932178,125.06847381591797,2177700,0.0,0
2022-04-22,124.54938858525001,124.87880693417772,120.93579404603473,121.1054916381836,1947200,0.0,0
2022-04-25,119.31865660853575,121.39498076782057,118.02095972091142,121.23526000976562,2236900,0.0,0
2022-04-26,120.7860552602585,121.06555896297715,117.03270132798227,117.7314682006836,2931900,0.0,0
2022-04-27,117.99100869965096,120.63632478397355,117.32219514785879,117.47193145751953,2007500,0.0,0
2022-04-28,119.30866927801594,121.34506319864464,117.72148426664778,120.845947265625,3152200,0.0,0
2022-04-29,120.49656888795296,123.67094655958377,118.83950793337722,119.05911254882812,2269200,0.0,0
2022-05-02,118.17069076239058,120.12722439205409,116.28403306178986,119.35858917236328,1756200,0.0,0
2022-05-03,119.50832432314984,123.76079435090575,118.879433351778,122.18358612060547,3217800,0.0,0
2022-05-04,121.47484105455875,126.46600050141015,121.22528308221618,126.07669067382812,2460400,0.0,0
2022-05-05,124.39966264749357,124.98861581535782,120.586417077952,121.93402862548828,2123600,0.0,0
2022-05-06,120.66627006974132,121.66450197585868,117.79136492184912,120.86592102050781,1629000,0.0,0
2022-05-09,118.91936400369227,118.91936400369227,112.44084107799272,112.9100112915039,1861700,0.0,0
2022-05-10,115.23589398194913,117.73147375379727,112.93995754548683,116.43376922607422,2141800,0.0,0
2022-05-11,115.49542778352726,117.79136419988706,113.63871584025664,113.7884521484375,1607000,0.0,0
2022-05-12,113.40912633109373,116.04445792766245,112.58059202947044,115.92466735839844,1338000,0.0,0
2022-05-13,117.17245860850065,120.50655714118359,117.06265248935837,119.1689224243164,1328400,0.0,0
2022-05-16,119.41847439945464,120.81600052346857,118.61989348280714,120.08729553222656,2011600,0.0,0
2022-05-17,122.48304799483222,123.48127986965858,121.23525815129928,122.86238098144531,2216200,0.0,0
2022-05-18,120.97572555481172,121.69445373634653,120.09727661475587,120.57643127441406,1336000,0.0,0
2022-05-19,120.09727748869584,123.36150006760245,119.31865782500215,122.18358612060547,2310100,0.0,0
2022-05-20,123.81069889624673,125.35796135708844,122.2235138621889,124.90875244140625,2594600,0.0,0
2022-05-23,126.2264181402929,126.2463870427934,123.5411795627452,125.75725555419922,2037000,0.0,0
2022-05-24,125.09842001765159,125.77721800676876,123.58111089745698,124.19003295898438,2187700,0.0,0
2022-05-25,126.98507805425602,127.23463602723017,118.96927718087123,120.16715240478516,3524500,0.0,0
2022-05-26,120.53650221794541,124.00036813790861,120.50655647941744,123.63101959228516,1768000,0.0,0
2022-05-27,124.69913263010417,130.53879559585792,124.2698925895017,130.31918334960938,2698800,0.0,0
2022-05-31,128.68207654111498,129.84002918865966,126.49594626584991,127.33445739746094,3403100,0.0,0
2022-06-01,127.6339306308199,128.75194547839993,122.21353113944036,122.87236022949219,1757600,0.0,0
2022-06-02,122.74259874394464,128.96158709712603,122.08376962212219,128.8717498779297,1444400,0.0,0
2022-06-03,127.39435292147871,128.49240644607812,126.19647011799368,128.2628173828125,1722800,0.0,0
2022-06-06,129.15124846790567,129.7701473735078,126.745505926347,127.40433502197266,1310600,0.0,0
2022-06-07,126.3462140334176,130.96802508947312,126.3462140334176,128.67208862304688,1236300,0.0,0
2022-06-08,127.6538923734646,128.41255074839177,126.17651342934353,126.61573028564453,1049500,0.0,0
2022-06-09,125.86705852657398,126.69559284397192,123.9105248867739,123.9205093383789,814400,0.0,0
2022-06-10,121.41494252336388,121.7144151379206,119.68800561168095,120.35681915283203,1379600,0.0,0
2022-06-13,116.27405280112797,117.49188929807728,115.17599163976446,116.07440185546875,1405800,0.0,0
2022-06-14,115.78491696117638,116.4936607024663,113.04976366370872,115.80488586425781,1314000,0.0,0
2022-06-15,117.03270380224211,117.56176548155973,113.5688379505227,116.26406860351562,1886300,0.0,0
2022-06-16,113.5987917273295,114.876527323474,113.1595672601905,114.7567367553711,1601600,0.0,0
2022-06-17,114.5670668579117,116.52360799930366,112.47078148173992,112.51071166992188,2681500,0.0,0
2022-06-21,114.20771155982254,115.36565656527935,113.55885932308752,113.67864227294922,1588200,0.0,0
2022-06-22,112.46080927542747,114.87652864057938,112.32104980308593,113.59879302978516,2585300,0.0,0
2022-06-23,114.39736950064845,118.54003323804311,114.06795115941192,118.39029693603516,1801600,0.0,0
2022-06-24,119.73791157826699,121.13543774066831,118.2405637505309,121.07554626464844,3780400,0.0,0
2022-06-27,121.61459347170334,122.0837636804199,119.63809097061984,120.35681915283203,1805700,0.0,0
2022-06-28,120.23702512843349,121.02562921592519,116.5136245357894,116.85301971435547,1426100,0.0,0
2022-06-29,116.98279983771158,118.33041139150676,116.03447495474084,117.69154357910156,906600,0.0,0
2022-06-30,115.7948985898178,119.73791148681603,115.7948985898178,118.55999755859375,1612000,0.0,0
2022-07-01,118.79000091552734,119.76000213623047,116.69999694824219,119.20999908447266,1119800,0.21,0
2022-07-05,117.75,120.68000030517578,116.48999786376953,120.55999755859375,1484900,0.0,0
2022-07-06,120.80000305175781,122.33999633789062,120.55999755859375,121.18000030517578,1642300,0.0,0
