Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-06,148.35225880485882,148.35225880485882,147.60667013442296,148.10372924804688,1973300,0.0,0
2021-07-07,148.71015101836213,148.7399733534702,147.2189735867932,148.61074829101562,2286300,0.0,0
2021-07-08,147.1990959552796,148.0838605873914,146.41373404633597,147.95462036132812,1891700,0.0,0
2021-07-09,148.61075053991323,149.34638837576645,148.04409582620215,149.14756774902344,1596800,0.0,0
2021-07-12,149.76390944128843,150.11185689906816,148.29261866735746,148.630615234375,1480500,0.0,0
2021-07-13,148.23298149754905,148.66044508880557,147.31839447456716,148.3920440673828,1456500,0.0,0
2021-07-14,148.978559523364,148.9884952448741,147.5868000599296,147.75579833984375,1218500,0.0,0
2021-07-15,147.46748347484044,148.4317792987313,146.97042439733133,148.08384704589844,1733600,0.0,0
2021-07-16,148.45168779412424,148.93881122274976,147.3979248215039,148.0540313720703,2169800,0.0,0
2021-07-19,146.79152164605478,147.09969591264,146.08569093142216,146.7119903564453,1835100,0.0,0
2021-07-20,147.5768531498083,150.3603873207948,146.96050468066903,148.42185974121094,2246000,0.0,0
2021-07-21,148.6107459357386,149.02827378967572,146.7318630085011,148.07391357421875,2255700,0.0,0
2021-07-22,148.82945894477544,149.61480573572084,147.79556740715432,149.41598510742188,1972800,0.0,0
2021-07-23,149.70426938346145,151.51357194917352,149.5452068167753,151.41415405273438,2132000,0.0,0
2021-07-26,150.837562783691,151.27497725511674,148.88909944430142,149.36627197265625,1767700,0.0,0
2021-07-27,148.41190201751516,149.1177326263241,147.98443846512566,149.06802368164062,2085700,0.0,0
2021-07-28,149.1177335510896,151.07614766525046,148.62067443925264,150.56915283203125,2179700,0.0,0
2021-07-29,151.096040552372,152.55739561538883,150.52938586020423,151.77203369140625,1527300,0.0,0
2021-07-30,151.62293507611122,152.69658471501077,151.12587590082674,152.32875061035156,2310100,0.0,0
2021-08-02,153.14390930754544,153.39243885359176,151.6229096992652,152.169677734375,1438300,0.0,0
2021-08-03,152.80592068089683,153.06438596131932,151.86149622176757,152.9550323486328,1859700,0.0,0
2021-08-04,153.054450894737,153.80003957468807,152.5872141084444,153.3626251220703,1786700,0.0,0
2021-08-05,153.5515222578012,154.2474020474319,152.43809942535034,154.1280975341797,1667600,0.0,0
2021-08-06,153.8497517793521,154.97311037912564,153.56146412961817,154.7842254638672,1209300,0.0,0
2021-08-09,155.1619920132911,155.87775843016507,154.09827811050485,155.61927795410156,982900,0.0,0
2021-08-10,155.99703699204085,156.67304530303915,154.98303211006387,155.59939575195312,1575900,0.0,0
2021-08-11,155.76839403744245,156.06663255202872,154.93333833183362,155.59939575195312,1402500,0.0,0
2021-08-12,155.58944945349805,157.58763694187658,155.20174392380454,157.2198028564453,1376100,0.0,0
2021-08-13,157.46832181993702,158.33321499638808,156.4642678668621,158.29344177246094,1733200,0.0,0
2021-08-16,158.45251532048724,161.56411045535276,157.56775063974496,161.11676025390625,2154300,0.0,0
2021-08-17,160.77873104174944,160.88808464969696,158.35308022476084,159.96356201171875,2614200,0.0,0
2021-08-18,162.2401065014931,164.3874057094421,161.13663456149501,162.06117248535156,2860900,0.0,0
2021-08-19,160.78867863418822,168.08550237764416,160.6594384177082,166.6837921142578,2179600,0.0,0
2021-08-20,166.84287475985386,169.73576263002604,166.06746370564875,167.14111328125,2023300,0.0,0
2021-08-23,168.43343690580085,169.56674619966788,167.141095399747,169.00009155273438,2061400,0.0,0
2021-08-24,169.22876069701306,170.20300759149814,168.22470663490637,169.5667724609375,1238600,0.0,0
2021-08-25,169.0697028916361,172.51927936222765,169.0697028916361,172.28070068359375,1411800,0.0,0
2021-08-26,172.37017960851566,173.44382924374102,171.08777361504883,172.56900024414062,1273400,0.0,0
2021-08-27,173.00641171384302,174.0701256078216,171.97253532527563,172.78770446777344,1185800,0.0,0
2021-08-30,172.83740660047079,176.0782267667843,172.83740660047079,175.69052124023438,1221400,0.0,0
2021-08-31,176.0583602176125,176.14782722567884,173.80170738800814,174.4379425048828,1733200,0.0,0
2021-09-01,174.01045291826935,174.70634783295154,173.35434639754502,174.4180450439453,1429000,0.0,0
2021-09-02,175.41217313585855,177.29105613896184,174.66658440178517,176.9729461669922,1194000,0.0,0
2021-09-03,176.6250089786616,178.51384298309833,175.98877382861954,178.2255401611328,971800,0.0,0
2021-09-07,178.22551993009944,178.31498693267403,175.75016000891665,176.67469787597656,1252000,0.0,0
2021-09-08,176.37646418842021,178.12610690801472,175.53147274815066,177.6787567138672,1174600,0.0,0
2021-09-09,178.01676543453598,178.30505305772027,175.97881995244242,176.1875762939453,1010000,0.0,0
2021-09-10,176.6746997058536,178.25534411053928,176.12793162494447,176.1875762939453,1086300,0.0,0
2021-09-13,176.61505277541295,176.95304934145045,169.2188105331957,171.06787109375,2274300,0.0,0
2021-09-14,171.53510875813737,172.9566905884773,170.74974683825155,171.40586853027344,1337400,0.0,0
2021-09-15,171.05792243475284,174.09992163710186,170.38191418476438,172.76779174804688,1535300,0.0,0
2021-09-16,172.90697399531902,172.90697399531902,170.0936327933219,172.26080322265625,1142000,0.0,0
2021-09-17,172.89704453997552,176.31681375335654,171.78363695200616,172.91693115234375,2405700,0.0,0
2021-09-20,169.49715868054486,171.56492642490906,168.11533494381112,170.33221435546875,1599400,0.0,0
2021-09-21,171.28658295393987,172.57893975383152,170.18311105459932,170.431640625,1059800,0.0,0
2021-09-22,171.1672702833441,172.30057963261044,169.90475104761973,171.42575073242188,981000,0.0,0
2021-09-23,172.4795320973747,173.32453875451756,171.47547803420477,171.7538299560547,1654600,0.0,0
2021-09-24,171.07781208671057,172.06199465006995,170.1930474195035,171.385986328125,1041900,0.0,0
2021-09-27,170.0538481013895,170.1433150942093,163.29384165595204,165.40138244628906,1419700,0.0,0
2021-09-28,163.22427898960288,163.363454938775,157.85603130216342,158.95950317382812,2541000,0.0,0
2021-09-29,160.44073789478716,160.85826572423684,158.88991590853402,159.0589141845703,1268200,0.0,0
2021-09-30,160.28167364895708,161.5243214029133,156.53385894473394,156.6034393310547,1542800,0.0,0
2021-10-01,156.22567539590497,156.573622847627,152.14979971208948,155.072509765625,1881900,0.0,0
2021-10-04,154.519096434013,155.5741715382417,150.55756796426587,151.6524658203125,1758300,0.194,0
2021-10-05,152.76725842848745,155.05658062274884,151.63255301921768,152.31935119628906,1494300,0.0,0
2021-10-06,151.84157977852286,153.54363024559981,150.9158906853289,152.93646240234375,1794700,0.0,0
2021-10-07,154.3399220461988,156.74868210441966,154.24039554404857,154.59872436523438,1002800,0.0,0
2021-10-08,155.45471030260632,156.19127929323858,151.39367073048427,151.76194763183594,904100,0.0,0
2021-10-11,150.78652390274752,151.6524789808136,149.1839997314274,149.32334899902344,1106300,0.0,0
2021-10-12,150.47793556714885,150.47793556714885,145.62060787970154,147.262939453125,1809900,0.0,0
2021-10-13,148.38769451529606,150.1793385969317,148.04927707430082,149.52239990234375,1509100,0.0,0
2021-10-14,150.91589673842043,152.7672598111356,150.91589673842043,151.8813934326172,1434100,0.0,0
2021-10-15,152.42884163699716,153.17535875651777,151.84158514807743,152.55824279785156,1397800,0.0,0
2021-10-18,152.91656480466227,154.69824556778943,151.68231775443144,154.06121826171875,1183600,0.0,0
2021-10-19,155.2357409597227,156.72877508010967,154.8276413217141,154.89730834960938,1025500,0.0,0
2021-10-20,156.20123086193797,157.3857070917967,155.5841149188234,156.85816955566406,1053000,0.0,0
2021-10-21,156.97762538894906,157.28618336594988,153.81238492838307,156.21119689941406,1405100,0.0,0
2021-10-22,156.2211369437641,157.9729734010068,156.17136610115082,157.2364044189453,772200,0.0,0
2021-10-25,157.16673141178242,157.78386255807942,156.02207790424373,157.6046905517578,1088100,0.0,0
2021-10-26,158.88871390718438,159.17736052038964,156.3107298251615,157.4553985595703,1016400,0.0,0
2021-10-27,157.56487732554257,157.7639455125783,154.11099036332433,154.5389862060547,1472600,0.0,0
2021-10-28,155.2556464359111,157.05723861890974,153.47396562832904,155.0366668701172,1752600,0.0,0
2021-10-29,154.40959548880528,156.83826678456037,153.7227973549155,156.75863647460938,1999800,0.0,0
2021-11-01,156.6491486852532,157.26626461029562,155.0764842165988,156.33062744140625,1329100,0.0,0
2021-11-02,156.81836399527134,157.26627122382928,154.71816191761317,157.11697387695312,1714200,0.0,0
2021-11-03,157.29612331674898,157.5549104351749,153.852199714921,157.46533203125,1256500,0.0,0
2021-11-04,157.12692393222014,158.19194712506706,155.63388969310287,156.9178924560547,1015800,0.0,0
2021-11-05,155.8429154098795,156.0817911590353,151.7221264817927,155.68365478515625,1775500,0.0,0
2021-11-08,156.27090626624815,160.40162796817813,155.82299906294335,160.19261169433594,1467000,0.0,0
2021-11-09,160.19261308756097,161.47661577325906,158.77920924878745,159.06785583496094,1021000,0.0,0
2021-11-10,158.47067719764706,159.23709058427937,155.33529585875857,158.54034423828125,1093200,0.0,0
2021-11-11,159.53568318334084,160.29214839289335,157.19659014575208,158.05259704589844,935500,0.0,0
2021-11-12,158.98823535474853,160.31206087152034,156.97762684470084,160.13290405273438,1444800,0.0,0
2021-11-15,160.50118952406467,161.57617605784728,156.76860372117943,157.04730224609375,1121300,0.0,0
2021-11-16,156.32069126674298,162.2430575062247,156.2311128555544,160.64053344726562,1276300,0.0,0
2021-11-17,161.16806563576992,161.16806563576992,159.157441964512,160.78982543945312,872400,0.0,0
2021-11-18,161.77522880819447,162.0638905879486,159.65511541455888,161.40695190429688,1475800,0.0,0
2021-11-19,162.25301502769364,164.30346163759177,161.9145975515872,163.5370330810547,1647600,0.0,0
2021-11-22,164.23377031200934,164.91060522672512,162.02407836914062,162.02407836914062,2110400,0.0,0
2021-11-23,155.1660641568648,158.58014352897257,151.06520182328052,154.06121826171875,3140600,0.0,0
2021-11-24,153.04596829285384,153.9517461062849,150.3883689841584,152.2596435546875,2291400,0.0,0
2021-11-26,152.5781358239787,158.3512044662268,150.86613723824973,151.3638153076172,1632200,0.0,0
2021-11-29,152.3492212007054,154.6584549303698,150.8561868648491,152.70755004882812,1734600,0.0,0
2021-11-30,152.63786867871963,154.98690975408402,149.00480968984243,150.19923400878906,3900500,0.0,0
2021-12-01,150.41821866932392,152.14019576864848,147.40229070692138,147.52174377441406,1800900,0.0,0
2021-12-02,147.22311984362207,151.76194108920257,147.04394785343953,150.288818359375,1514100,0.0,0
2021-12-03,151.11496241150476,152.28947525727045,147.0339965418577,148.6365203857422,1412600,0.0,0
