Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10,42.900001525878906,43.77000045776367,42.810001373291016,43.65999984741211,41.58417510986328,1610900
2020-08-11,44.79999923706055,45.689998626708984,43.7599983215332,43.81999969482422,41.736572265625,2696600
2020-08-12,44.599998474121094,44.599998474121094,42.279998779296875,42.79999923706055,40.76506805419922,2364300
2020-08-13,42.29999923706055,42.47999954223633,41.529998779296875,42.459999084472656,40.44123077392578,2797100
2020-08-14,42.13999938964844,43.20000076293945,41.97999954223633,42.810001373291016,40.774593353271484,2060300
2020-08-17,42.58000183105469,42.63999938964844,41.709999084472656,41.83000183105469,39.84119415283203,1551200
2020-08-18,41.91999816894531,42.130001068115234,41.189998626708984,41.279998779296875,39.31733703613281,1082500
2020-08-19,41.22999954223633,41.93000030517578,40.72999954223633,40.790000915527344,38.85063171386719,1214900
2020-08-20,40.310001373291016,40.709999084472656,40.20000076293945,40.290000915527344,38.37440490722656,1538800
2020-08-21,40.2599983215332,40.439998626708984,39.7400016784668,39.849998474121094,37.955326080322266,1418500
2020-08-24,40.02000045776367,41.90999984741211,39.720001220703125,41.349998474121094,39.38400650024414,3080600
2020-08-25,41.970001220703125,42.43000030517578,41.380001068115234,41.52000045776367,39.54592514038086,2706800
2020-08-26,41.459999084472656,41.459999084472656,40.220001220703125,40.459999084472656,38.53632354736328,1762900
2020-08-27,41.0,42.66999816894531,40.939998626708984,41.4900016784668,39.517356872558594,2170800
2020-08-28,41.95000076293945,42.06999969482422,41.150001525878906,41.5099983215332,39.536399841308594,1645200
2020-08-31,40.970001220703125,40.970001220703125,40.02000045776367,40.45000076293945,38.83082580566406,2092600
2020-09-01,40.13999938964844,41.040000915527344,39.83000183105469,41.040000915527344,39.3972053527832,1754100
2020-09-02,40.9900016784668,41.70000076293945,40.220001220703125,41.560001373291016,39.896392822265625,2023700
2020-09-03,41.97999954223633,43.09000015258789,40.630001068115234,41.029998779296875,39.387611389160156,1748400
2020-09-04,42.040000915527344,42.04999923706055,40.47999954223633,40.939998626708984,39.30120086669922,1473300
2020-09-08,40.560001373291016,40.68000030517578,39.18000030517578,39.54999923706055,37.96684265136719,2144100
2020-09-09,39.91999816894531,40.34000015258789,39.310001373291016,39.47999954223633,37.899654388427734,3001800
2020-09-10,39.54999923706055,39.90999984741211,38.68000030517578,38.900001525878906,37.342864990234375,2586500
2020-09-11,38.849998474121094,38.91999816894531,38.18000030517578,38.63999938964844,37.0932731628418,1718600
2020-09-14,38.9900016784668,39.58000183105469,38.83000183105469,38.88999938964844,37.3332633972168,1853200
2020-09-15,38.66999816894531,38.959999084472656,37.439998626708984,37.47999954223633,35.97970962524414,3239700
